,null_deg,60_deg,90_deg,180_deg,240_deg,labels
41,0.4352707145557759,0.40090213628500015,0.3271228444362146,0.07398703643568533,0.18164858148739074,R
42,0.53040832844278,0.7929941777070124,0.7965800559652438,0.6984085875834507,0.934533164944227,M
43,0.6113118841107343,0.5433460001397342,0.523749535267271,0.5116626700629493,0.6071841867873459,M
44,0.9541480493526637,0.6859988014702721,0.7689402751726615,0.8526091400040251,0.4976736289855312,M
45,0.8750359543078583,0.9671543044796289,0.8572887739820259,0.6029009136012051,0.5565822563572984,M
46,0.0034303730198233648,0.49391838417903533,0.5388542066990698,0.0175734134232484,0.25543610824598206,R
47,0.5701789992551476,0.8530338495732879,0.4457644890805923,0.7515915554044004,0.7420514358949544,M
48,0.9922610099369555,0.5928631659522272,0.8480382111123177,0.5221374760743441,0.5150430799783267,M
49,0.5448722803114785,0.4641241143296177,0.16152738924119514,0.1226855099752395,0.44335526971349015,R
50,0.25186008507930807,0.22558361518242712,0.2963482221700144,0.5281625729323052,0.24667967134204255,R
51,0.6258987700882332,0.8355412757066554,0.7984441379655471,0.5405096104398148,0.4508275678273469,M
52,0.09222812070989159,0.478678194955764,0.36878423154086315,0.2742118478516355,0.31106380111838805,R
53,0.43872948545841545,0.30711832422901547,0.1427522891809636,0.48747885655792855,0.5596288715270265,R
54,0.29354786711343306,0.2751693575151633,0.0026739348840049038,0.06021290483639295,0.3151335917758909,R
55,0.040306276462146226,0.4298209454720779,0.5338252553096547,0.4463167669177229,0.02186543157975336,R
56,0.4663896064103464,0.4345051398818867,0.5171515814840392,0.028171401819752247,0.4202575211455236,R

